time,artist,song,album,album_label,album_year,note,url
8:43 AM,Sparks,Perfume,Perfume,Gut,2006,"I haven't spent nearly enough hours of my life listening to Sparks. Whenever they do cross my path, there's nothing like them.",https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
8:48 AM,Patti Smith,After the Gold Rush,Banga,Columbia,2012,A lovely rendition of the Neil Young classic.,https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
8:52 AM,Rough Shop,Convenience Store,Beneath the South Side Bridge,Perdition,2012,You can catch Rough Shop as part of the closing night of Twangfest tomorrow night at the Duck Room.,https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
9:00 AM,Brian Eno,Driving Me Backwards,1-Jun-74,Island,1974,"Actually, that's Eno with Kevin Ayers, John Cale, Nico, Robert Wyatt, and Mike Oldfield.",https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
9:06 AM,Youssou N'Dour,Diarr Diarr,Dakar-Kingston,Universal,2010,Senegal and Jamaica crossover - gorgeous.,https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
9:11 AM,Stevie Wonder,Boogie On Reggae Woman,Fulfillingness First Finale,Motown,1974,Just one of the greatest songs ever.,https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
9:17 AM,JC Brooks & The Uptown Sound,I Can See Everything,Want More,Bloodshot,2011,That's a groove right there.,https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
9:20 AM,Ike & Tina Turner,Finger Poppin',The Best of Loma Records: The Rise & Fall of a Soul Label,Warner Brothers.,1995,"Gee whillikers, that woman could belt it out!",https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
9:22 AM,Dirty Dozen Brass Band,Tomorrow,Twenty Dozen,Savoy Jazz,2012,The Dirty Dozen works up quite a sweat on this one.,https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
9:29 AM,The Yardbirds,Too Much Monkey Business,Five Live Yardbirds,Columbia,1964,"After the band is introduced, they cook up quite a storm!",https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
9:33 AM,Sonny Burgess,Ain't Got a Thing,We Wanna Boogie,Rounder Records,1990,"They knew how to rock in Memphis, didn't they?",https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
9:35 AM,Bottle Rockets,Slow Tom's,single,Euclid,2010,Powerhouse live rendition of their song about that little bar I've never visited.,https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
9:39 AM,Lurrie Bell,Search Me Lord,The Devil Ain't Got No Music,Aria B.G.,2012,Spectacular Gospel blues record.,https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
9:42 AM,Golden Echoes,When the Saints Go Marching In,Old Time Religion,Specialty,1992,It's often easy to forget this song is actually a spiritual - this version doesn't hide that fact.,https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
9:46 AM,Chris Smither,Every Mother's Son,Hundred Dollar Valentine,Signature Sounds,2012,"This new album comes out June 19. It's excellent, as usual.",https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
9:49 AM,Flying Burrito Brothers,Wheels,The Gilded Palace of Sin,A&M,1969,Sheer perfection.,https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
9:52 AM,Vern Gosdin,Chiseled in Stone,Fifty Years of Country Music,Mercury,1995,Ending on a powerful country ballad.,https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
7:00 AM,Carla Thomas,B-a-b-y,Gee Whiz: The Best Of Carla Thomas,Rhino,1994,Stone cold classic!,https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
7:03 AM,Jimmy James & The Vagabonds,"If You're Gonna Love Me, Love Me",Sock It to 'Em J.J. - The Soul Years,Sanctuary Records Group Ltd.,2003,"Not nearly as famous, but well worth hearing this soul singer.",https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
7:06 AM,Bettye LaVette,I'm Just a Fool For You,"The Complete Calla, Port and Roulette Recordings",Parlophone UK,2005,"LaVette never hit it big in her youth, but not for lack of making great records.",https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
7:08 AM,Dwight Yoakam,It Only Hurts Me When I Cry,King of The Road: A Tribute To Roger Miller,BMG,2018,Surely I used to know Roger Miller co-wrote this one.,https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
7:11 AM,The Earls of Leicester,Foggy Mountain Breakdown (Live),Live at the CMA Theater in the Country Music Hall of Fame,Rounder Records,2018,I bet it's just a delight to see these guys live.,https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
7:14 AM,The Band,Don't Ya Tell Henry (Live),Rock of Ages (Live),CAPITOL,1972,I love the way Levon Helm sang.,https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
7:19 AM,War,Lonely Feelin',War,Far Out Productions,1971,"No hits on this album, but it's still classic War.",https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
7:24 AM,Dion,The Dolphins,Dion,Laurie Records,1968,One of my all-time fave singers tackling this great Fred Neil song.,https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
7:29 AM,Daniel Romano,Have You Arrival,Finally Free,New West Records,2018,"I can't get this song out of my head - mysterious, beautiful, odd.",https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
7:36 AM,Joan Shelley,If the Storms Never Came,Joan Shelley,No Quarter,2017,Gorgeous song.,https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
7:40 AM,Sandy Denny,The Lady,Sandy,Island,1972,A beautiful piano/vocal with strings.,https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
7:43 AM,Oliver Knight,Evona (feat. John Tams),Mysterious Day,Topic,2002,"Lal Waterson's son has made some wonderful music, most of which I never stumble across.",https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
7:46 AM,Bo Ramsey,Rise,Wildwood Calling,Lustre Records,2016,Lovely guitar instrumental.,https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
7:50 AM,Beirut,I giardini,Gallipoli,4AD,2019,Here's a record I never expected to like - but it's really quite beautiful.,https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
7:53 AM,Roxy Music,To Turn You On,Avalon,Reprise,1982,"Full disclosure - this album was basically my introduction to Roxy Music (though I think I already knew ""Do the Strand,"" which must have confused me immensely when I heard this one.",https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
8:01 AM,Jill Sobule,Where Do I Begin,Nostalgia Kills,Pinko,2018,Jill Sobule rocks!,https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
8:04 AM,Marti Jones,Is This the Game? (Live),Live at Spirit Square,SUGAR HILL,1996,"A song co-written by Marti and her husband Don Dixon, who also sings background here.",https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
8:07 AM,Rockpile,Heart,Seconds of Pleasure,Columbia,1980,An album that seemed disappointing when it was new but which has only grown in my esteem ever since.,https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
8:11 AM,New York Dolls,Take a Good Look At My Good Looks,One Day It Will Please Us to Remember Even This,Roadrunner,2006,"Basically, an inspired David Johansen/Syl Sylvain collaboration.",https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
8:16 AM,Nicki Bluhm,You Stopped Loving Me,To Rise You Gotta Fall,Compass Records,2018,Rock solid record.,https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
8:21 AM,Walter Trout,The Sky Is Fallin' Down,Blues for the Modern Daze,Provogue,2012,"This song features some hot guitar, and it seems fairly timely, still.",https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
8:25 AM,The Brothers & Sisters,The Times They are a Changin',Dylan's Gospel,Ode,1969,This 1969 gospel take on Dylan (ten years before he did that sort of thing himself) is magnificent.,https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
8:28 AM,Ray Charles,Georgia on my Mind,The Genius Hits the Road,Polydor,1960,Nobody ever sang this better.,https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
8:32 AM,Patsy Cline,I Don't Wanta,Crazy Dreams: The Four Star Years,Magnum,1996,Another magnificent singer.,https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
8:34 AM,Asleep at The Wheel,I Am Blue,New Routes,Bismeaux,2018,Katie Shore does a terrific job singing with this venerable band these days.,https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
8:37 AM,Elton John,This Song Has No Title,Goodbye Yellow Brick Road,Mercury Records,1973,You can only get away with that kind of title once in your life.,https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
8:41 AM,The Byrds,If You're Gone,Turn! Turn! Turn!,Columbia Records,1965,A gem from Gene Clark.,https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
8:44 AM,Love,Signed D.C.,Love,Elektra,1966,Another great band from L.A. in the mid-sixties.,https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
8:47 AM,Pete Townshend & Ronnie Lane,Annie,Rough Mix,MCA,1977,A wonderful Ronnie Lane song.,https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
8:50 AM,Don McGlashan,Courier,Warm Hand,Arch Hill Records,2006,"This guy is one of the greatest songwriters in the world, yet barely known outside New Zealand.",https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
9:00 AM,Elvis Costello & the Imposters,Why Won't Heaven Help Me?,Look Now,Concord,2018,I have a feeling he'll be singing this one the rest of his career.,https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
9:04 AM,Jorge Ben Jor,Ze Blueman,Reactivus Amor Est,Universal,2004,One of the greatest of Brazilian musicians.,https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
9:08 AM,Bob Mould,Sin King,Sunshine Rock,Merge,2019,Bob Mould in his signature style.,https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
9:12 AM,The Beths,River Run Lvl 1,Future Me Hates Me,Carpark,2018,It's rare to find a young rock band as distinctive as this one.,https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
9:16 AM,Eurythmics,Somebody Told Me,Sweet Dreams (Are Made Of This),RCA,1982,"I hadn't heard this one since probably 1984, but it still sounds good.",https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
9:21 AM,Devin Cahill,Oh!,When I Wake,no label,2018,I think this is an incredible song.,https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
9:26 AM,Paul McCartney,Hand in Hand,Egypt Station,CAPITOL,2018,Some fine songs on the new Macca record.,https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
9:29 AM,Tom Verlaine,Fragile,Dreamtime,Warner Brothers.,1981,Ya know what needs to happen - the Tom Verlaine solo albums after he left Television need to get recognized as filled with brilliant writing and playing.,https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
9:32 AM,Wall of Voodoo,Tsetse Fly,Lost Weekend: The Best of Wall of Voodoo (The I.R.S. Years),Varese,2011,"Meanwhile, on the West Coast, these guys were coming up with something unique.",https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
9:39 AM,Trapper Schoepp,Sleight of Hand,Primetime Illusion,Xtra Mile Recordings,2019,"I don't know much about this guy, but this is one heck of a good song.",https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
9:43 AM,Van Morrison,These Dreams of You,Moondance,Warner,1970,Some songs never grow old.,https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
9:46 AM,Steve Forbert,Tryna Let It Go,The Magic Tree,Blue Rose Music,2018,"His voice is a bit raspy these days, but his heart is still right there in that beautiful Forbert style.",https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
9:51 AM,Eddie Hazel,So Goes the Story,"Game, Dames and Guitar Thangs",Warner Brothers,1977,"P-Funk guitarist did one album as a leader, and it's filled with cool songs like this one.",https://spinitron.com//KDHX/pl/5308950/Sound-Salvation
7:00 AM,Jimbo Mathus & the Tri-State Coalition,Tennessee Walker Mare,White Buffalo,Fat Possum,2013,I had my say here: http://kdhx.org/music/news/hear-and-now-stream-the-new-album-white-buffalo-by-jimbo-mathus-the-tri-state-coalition,https://spinitron.com//KDHX/pl/5381124/Sound-Salvation
7:05 AM,Melody Den,Storylines,Storylines,Perdition,2013,"I was too chicken to brave the potential ice storm and catch their CD release last week. The photos I've seen indicate it was one heck of a fun show, though.",https://spinitron.com//KDHX/pl/5381124/Sound-Salvation
7:08 AM,The Blasters,Fool's Paradise,Non Fiction,Warner Brothers.,1983,Phil Alvin was having some health issues a few months back - I hope he's doing better.,https://spinitron.com//KDHX/pl/5381124/Sound-Salvation
7:11 AM,Rough Shop,Ripped Upholstery Blues,Beneath the South Side Bridge,Perdition,2012,John Wendland has such a blast singing this rhythmically intricate and fun number.,https://spinitron.com//KDHX/pl/5381124/Sound-Salvation
7:14 AM,Bruce Channel,Hey Baby,More Greatest Hits of the 60s,Disky,2005,"Sweet spot combination of rhythm, harmonica, and plaintive vocal hook.",https://spinitron.com//KDHX/pl/5381124/Sound-Salvation
7:18 AM,Carl Mann,Gonna Rock 'n' Roll Tonight,As Good As It Gets: Rockabilly,Disky,2000,There were so many knocked off gems in the rockabilly era - this one's just plain fun.,https://spinitron.com//KDHX/pl/5381124/Sound-Salvation
7:20 AM,James Hunter,I'll Walk Away,Believe What I Say,Ace,1996,"Ten years before I discovered James Hunter, he had an album out that most of my friends who love him still haven't heard.",https://spinitron.com//KDHX/pl/5381124/Sound-Salvation
7:24 AM,"Huey ""Piano"" Smith and His Clowns",For Cryin' Out Loud,"The Best of Huey ""Piano"" Smith and His Clowns",Varese Sarabande,2009,Somebody put a tack in my cotton pickin' chair.,https://spinitron.com//KDHX/pl/5381124/Sound-Salvation
7:26 AM,The Sugarman 3,Dirty Water,What the World Needs Now,Daptone,2012,Cool instrumental version of the Standells classic.,https://spinitron.com//KDHX/pl/5381124/Sound-Salvation
7:31 AM,Albert King,Need More Mamma,Windy City Blues (Delta),stax,1992,Albert King working with Willie Dixon - not a lot of examples of that out there. This has some blistering Albert King guitar.,https://spinitron.com//KDHX/pl/5381124/Sound-Salvation
7:35 AM,AC/DC,Black Ice,Black Ice,Columbia,2008,My fave song from what is still their latest album.,https://spinitron.com//KDHX/pl/5381124/Sound-Salvation
7:39 AM,The Hives,Midnight Shifter,Lex Hives,Disques Hives,2012,"I think it's best to hear music this invigorating early in the morning, don't you?",https://spinitron.com//KDHX/pl/5381124/Sound-Salvation
7:43 AM,Generation X,Your Generation,Perfect Hits: 1975-1981,EMI,1985,It's sometimes hard to remember how great Billy Idol was in this band.,https://spinitron.com//KDHX/pl/5381124/Sound-Salvation
7:46 AM,X,Your Phone's Off the Hook But You're Not,Los Angeles,Slash / Rhino,1980,"Oh, how we used to love singing along with X.",https://spinitron.com//KDHX/pl/5381124/Sound-Salvation
7:49 AM,Buzzcocks,Lipstick,Love Bites,United Artists,1978,"They had so many great songs, I'd almost forgotten this gem.",https://spinitron.com//KDHX/pl/5381124/Sound-Salvation
7:52 AM,R.E.M.,Sitting Still,Murmur,I.R.S.,1983,They just shined!,https://spinitron.com//KDHX/pl/5381124/Sound-Salvation
7:56 AM,The Beatles,Lady Madonna,Past Masters,Apple,1968,Some songs just sound richer and richer with age. They pack so much into just over two minutes.,https://spinitron.com//KDHX/pl/5381124/Sound-Salvation
8:02 AM,The Kennedys,Winter Lies,Closer Than You Know,Planned Effervescence,2012,"A stunningly beautiful number from Pete and Maura Kennedy, outside their 60s pop-styled comfort zone.",https://spinitron.com//KDHX/pl/5381124/Sound-Salvation
8:05 AM,Marti Jones,Living Inside the Wind,Live at Spirit Square,SUGAR HILL,1996,I wouldn't be surprised if Marti Jones crossed paths with the Kennedys at some point in their careers.,https://spinitron.com//KDHX/pl/5381124/Sound-Salvation
8:10 AM,Chris Stamey,You n Me n XTC,Lovesick Blues (Bonus Track Version),Yep Roc Records,2013,This very fine new record comes out Feb. 5.,https://spinitron.com//KDHX/pl/5381124/Sound-Salvation
8:16 AM,Buffalo Springfield,One More Sign (demo),Box Set,Rhino,2001,A lovely Neil Young demo.,https://spinitron.com//KDHX/pl/5381124/Sound-Salvation
8:18 AM,Anders Osborne,Higher Ground,Black Eye Galaxy,Alligator Records,2012,"There's a heck of a lot to wrestle with on this album from last May, and now I find out he's about to release a new one.",https://spinitron.com//KDHX/pl/5381124/Sound-Salvation
